name	taxonomy_id	taxonomy_lvl	PM06-C1D01_num	PM06-C1D01_frac	PM06-C1D02_num	PM06-C1D02_frac	PM06-C1D15_num	PM06-C1D15_frac	PM06-C1D36_num	PM06-C1D36_frac	PM06-S1_num	PM06-S1_frac
Ignavibacterium album	591197	S	29	0.00001	61	0.00001	37	0.00001	72	0.00001	0	0.00000
Melioribacter roseus	1134405	S	8	0.00000	55	0.00001	37	0.00001	76	0.00001	1	0.00000
Candidatus Cyclonatronum proteinivorum	1457365	S	4	0.00000	58	0.00001	23	0.00001	69	0.00001	0	0.00000
Candidatus Cloacimonas acidaminovorans	456827	S	55	0.00002	1	0.00000	4	0.00000	0	0.00000	0	0.00000
Gemmatirosa kalamazoonesis	861299	S	5	0.00000	13	0.00000	6	0.00000	52	0.00001	1	0.00000
Fibrobacter succinogenes	833	S	3	0.00000	17	0.00000	34	0.00001	50	0.00001	0	0.00000
Fusobacterium nucleatum	851	S	756	0.00029	22	0.00000	30	0.00001	45	0.00001	12	0.00000
Fusobacterium ulcerans	861	S	151	0.00006	15	0.00000	19	0.00001	39	0.00001	0	0.00000
Fusobacterium sp. NSJ-57	2764326	S	126	0.00005	4	0.00000	13	0.00000	3	0.00000	0	0.00000
Fusobacterium sp. oral taxon 203	671211	S	15	0.00001	0	0.00000	6	0.00000	1	0.00000	2	0.00000
Fusobacterium hwasookii	1583098	S	164	0.00006	5	0.00000	3	0.00000	43	0.00001	4	0.00000
Fusobacterium varium	856	S	106	0.00004	5	0.00000	12	0.00000	23	0.00000	0	0.00000
Fusobacterium pseudoperiodonticum	2663009	S	71	0.00003	12	0.00000	30	0.00001	24	0.00000	7	0.00000
Fusobacterium mortiferum	850	S	53	0.00002	1	0.00000	7	0.00000	6	0.00000	0	0.00000
Fusobacterium necrophorum	859	S	31	0.00001	12	0.00000	9	0.00000	29	0.00001	0	0.00000
Fusobacterium gonidiaformans	849	S	29	0.00001	7	0.00000	12	0.00000	9	0.00000	5	0.00000
Fusobacterium periodonticum	860	S	9	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000
Ilyobacter polytropus	167642	S	59	0.00002	11	0.00000	12	0.00000	13	0.00000	0	0.00000
Leptotrichia sp. oral taxon 847	1785996	S	129	0.00005	1	0.00000	8	0.00000	1	0.00000	0	0.00000
Leptotrichia sp. oral taxon 212	712357	S	95	0.00004	73	0.00001	21	0.00001	77	0.00002	35	0.00001
Leptotrichia sp. oral taxon 498	712368	S	8	0.00000	3	0.00000	2	0.00000	9	0.00000	0	0.00000
Leptotrichia wadei	157687	S	170	0.00007	4	0.00000	13	0.00000	26	0.00001	7	0.00000
Leptotrichia hongkongensis	554406	S	32	0.00001	0	0.00000	7	0.00000	22	0.00000	3	0.00000
Leptotrichia trevisanii	109328	S	20	0.00001	19	0.00000	13	0.00000	15	0.00000	5	0.00000
Leptotrichia buccalis	40542	S	4	0.00000	0	0.00000	4	0.00000	3	0.00000	1	0.00000
Leptotrichia shahii	157691	S	5	0.00000	1	0.00000	1	0.00000	10	0.00000	2	0.00000
Leptotrichia hofstadii	157688	S	3	0.00000	1	0.00000	2	0.00000	0	0.00000	3	0.00000
Pseudoleptotrichia goodfellowii	157692	S	132	0.00005	7	0.00000	9	0.00000	18	0.00000	1	0.00000
Sebaldella termitidis	826	S	60	0.00002	56	0.00001	19	0.00001	42	0.00001	0	0.00000
Streptobacillus moniliformis	34105	S	28	0.00001	2	0.00000	2	0.00000	12	0.00000	0	0.00000
Sneathia amnii	187101	S	14	0.00001	12	0.00000	9	0.00000	8	0.00000	1	0.00000
Planctomycetes bacterium SRT547	2596890	S	219	0.00008	7	0.00000	4	0.00000	8	0.00000	0	0.00000
Planctomycetes bacterium KS4	2528020	S	59	0.00002	8	0.00000	12	0.00000	27	0.00001	0	0.00000
Planctomycetes bacterium Enr10	2527978	S	156	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Planctomycetes bacterium V144	2527964	S	55	0.00002	22	0.00000	19	0.00001	20	0.00000	0	0.00000
Planctomycetes bacterium Pan258	2527981	S	60	0.00002	14	0.00000	17	0.00000	5	0.00000	0	0.00000
Planctomycetes bacterium Pla163	2528008	S	12	0.00000	1	0.00000	5	0.00000	10	0.00000	0	0.00000
Planctomycetes bacterium CA51	2527990	S	17	0.00001	3	0.00000	0	0.00000	7	0.00000	0	0.00000
Planctomycetes bacterium Pan189	2527980	S	6	0.00000	1	0.00000	6	0.00000	4	0.00000	0	0.00000
Planctomycetes bacterium Poly30	2528018	S	5	0.00000	18	0.00000	11	0.00000	18	0.00000	0	0.00000
Planctomycetes bacterium SV_7m_r	2528025	S	5	0.00000	0	0.00000	6	0.00000	3	0.00000	0	0.00000
Planctomycetes bacterium HG15A2	1930276	S	4	0.00000	1	0.00000	0	0.00000	5	0.00000	0	0.00000
Planctomycetes bacterium Pla85_3_4	2528010	S	2	0.00000	6	0.00000	16	0.00000	18	0.00000	0	0.00000
Planctomycetes bacterium ETA_A1	2528023	S	2	0.00000	6	0.00000	11	0.00000	37	0.00001	0	0.00000
Planctomycetes bacterium Mal52	2527995	S	2	0.00000	13	0.00000	16	0.00000	29	0.00001	0	0.00000
Planctomycetes bacterium ElP	2527974	S	1	0.00000	4	0.00000	1	0.00000	9	0.00000	0	0.00000
Planctomycetes bacterium Pan216	2527975	S	1	0.00000	19	0.00000	17	0.00000	36	0.00001	0	0.00000
Planctomycetes bacterium MalM14	2527997	S	1	0.00000	32	0.00001	0	0.00000	9	0.00000	2	0.00000
Planctomycetes bacterium	2026780	S	1	0.00000	43	0.00001	20	0.00001	70	0.00001	0	0.00000
Planctomycetes bacterium EC9	1930277	S	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Planctomycetes bacterium Q31a	2527968	S	1	0.00000	6	0.00000	8	0.00000	10	0.00000	0	0.00000
Planctomycetes bacterium ETA_A8	2528021	S	1	0.00000	6	0.00000	5	0.00000	9	0.00000	0	0.00000
Planctomycetes bacterium K22_7	1930273	S	1	0.00000	12	0.00000	8	0.00000	26	0.00001	0	0.00000
Planctomycetes bacterium Poly24	2528017	S	1	0.00000	0	0.00000	3	0.00000	16	0.00000	0	0.00000
Planctomycetales bacterium 10988	2603660	S	69	0.00003	1	0.00000	3	0.00000	5	0.00000	0	0.00000
Gimesia sp. E7	2608982	S	29	0.00001	29	0.00001	31	0.00001	83	0.00002	1	0.00000
Fuerstia marisgermanicae	1891926	S	15	0.00001	3	0.00000	6	0.00000	14	0.00000	0	0.00000
Planctopirus ephydatiae	2528019	S	2	0.00000	19	0.00000	2	0.00000	25	0.00000	0	0.00000
Planctopirus limnophila	120	S	1	0.00000	1	0.00000	9	0.00000	22	0.00000	0	0.00000
Rubinisphaera brasiliensis	119	S	1	0.00000	19	0.00000	6	0.00000	18	0.00000	0	0.00000
Bythopirellula goksoyri	1400387	S	6	0.00000	13	0.00000	9	0.00000	25	0.00000	1	0.00000
Lacipirellula parvula	2650471	S	6	0.00000	0	0.00000	3	0.00000	5	0.00000	1	0.00000
Planctomycetes bacterium I41	2528024	S	1	0.00000	17	0.00000	7	0.00000	27	0.00001	0	0.00000
Pirellula sp. SH-Sr6A	1632865	S	5	0.00000	7	0.00000	4	0.00000	1	0.00000	0	0.00000
Mariniblastus fucicola	980251	S	2	0.00000	22	0.00000	16	0.00000	29	0.00001	0	0.00000
Rhodopirellula baltica	265606	S	1	0.00000	6	0.00000	1	0.00000	3	0.00000	0	0.00000
Roseimaritima ulvae	980254	S	1	0.00000	10	0.00000	16	0.00000	22	0.00000	0	0.00000
Thermogutta terrifontis	1331910	S	6	0.00000	9	0.00000	2	0.00000	5	0.00000	0	0.00000
Gemmata sp. SH-PL17	1630693	S	8	0.00000	9	0.00000	8	0.00000	18	0.00000	1	0.00000
Limnoglobus roseus	2598579	S	2	0.00000	7	0.00000	1	0.00000	12	0.00000	0	0.00000
Tuwongella immobilis	692036	S	1	0.00000	12	0.00000	9	0.00000	24	0.00000	0	0.00000
Gemmataceae bacterium	2052164	S	1	0.00000	33	0.00001	8	0.00000	19	0.00000	0	0.00000
Isosphaera pallida	128	S	3	0.00000	0	0.00000	3	0.00000	11	0.00000	0	0.00000
Aquisphaera giovannonii	406548	S	3	0.00000	14	0.00000	13	0.00000	31	0.00001	0	0.00000
Paludisphaera borealis	1387353	S	3	0.00000	21	0.00000	17	0.00000	37	0.00001	0	0.00000
Limihaloglobus sulfuriphilus	1851148	S	1	0.00000	2	0.00000	5	0.00000	7	0.00000	0	0.00000
Candidatus Kuenenia stuttgartiensis	174633	S	3	0.00000	29	0.00001	14	0.00000	40	0.00001	0	0.00000
Chlamydia pecorum	85991	S	162	0.00006	0	0.00000	3	0.00000	0	0.00000	8	0.00000
Chlamydia muridarum	83560	S	14	0.00001	0	0.00000	0	0.00000	2	0.00000	0	0.00000
Chlamydia suis	83559	S	14	0.00001	15	0.00000	6	0.00000	10	0.00000	0	0.00000
Chlamydia trachomatis	813	S	5	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chlamydia gallinacea	1457153	S	3	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Chlamydia felis	83556	S	1	0.00000	0	0.00000	2	0.00000	3	0.00000	0	0.00000
Chlamydia pneumoniae	83558	S	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chlamydia sp. S15-834C	1967783	S	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Waddlia chondrophila	71667	S	57	0.00002	1	0.00000	2	0.00000	7	0.00000	0	0.00000
Candidatus Protochlamydia naegleriophila	389348	S	4	0.00000	1	0.00000	4	0.00000	6	0.00000	0	0.00000
Parachlamydia acanthamoebae	83552	S	2	0.00000	5	0.00000	8	0.00000	3	0.00000	0	0.00000
Neochlamydia sp. S13	1353976	S	1	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000
Simkania negevensis	83561	S	6	0.00000	3	0.00000	0	0.00000	6	0.00000	0	0.00000
Verrucomicrobia bacterium S94	2488809	S	61	0.00002	30	0.00001	13	0.00000	19	0.00000	0	0.00000
Verrucomicrobia bacterium IMCC26134	1637999	S	3	0.00000	36	0.00001	10	0.00000	38	0.00001	0	0.00000
Akkermansia muciniphila	239935	S	21	0.00001	245165	0.04559	476566	0.13496	245672	0.04814	45	0.00001
Akkermansia glycaniphila	1679444	S	13	0.00001	44	0.00001	62	0.00002	97	0.00002	0	0.00000
Roseimicrobium sp. ORNL1	2711231	S	2	0.00000	9	0.00000	12	0.00000	11	0.00000	0	0.00000
Verrucomicrobium spinosum	2736	S	2	0.00000	0	0.00000	4	0.00000	9	0.00000	0	0.00000
Ereboglobus luteus	1796921	S	35	0.00001	15	0.00000	14	0.00000	35	0.00001	0	0.00000
Opitutus terrae	107709	S	3	0.00000	112	0.00002	10	0.00000	124	0.00002	0	0.00000
Opitutus sp. GAS368	1882749	S	1	0.00000	18	0.00000	10	0.00000	19	0.00000	0	0.00000
Nibricoccus aquaticus	2576891	S	1	0.00000	24	0.00000	6	0.00000	13	0.00000	0	0.00000
Methylacidiphilum kamchatkense	431057	S	10	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000
Methylacidiphilum infernorum	511746	S	5	0.00000	2	0.00000	5	0.00000	4	0.00000	0	0.00000
Victivallales bacterium CCUG 44730	2094242	S	14	0.00001	67	0.00001	32	0.00001	67	0.00001	0	0.00000
Treponema denticola	158	S	68	0.00003	12	0.00000	25	0.00001	27	0.00001	0	0.00000
Treponema caldarium	215591	S	45	0.00002	9	0.00000	17	0.00000	35	0.00001	0	0.00000
Treponema brennaborense	81028	S	21	0.00001	33	0.00001	34	0.00001	45	0.00001	0	0.00000
Treponema sp. OMZ 838	1539298	S	4	0.00000	0	0.00000	6	0.00000	14	0.00000	0	0.00000
Treponema sp. Marseille-Q4132	2766701	S	2	0.00000	1	0.00000	8	0.00000	11	0.00000	0	0.00000
Treponema sp. OMZ 804	120683	S	1	0.00000	43	0.00001	15	0.00000	43	0.00001	0	0.00000
Treponema primitia	88058	S	6	0.00000	11	0.00000	14	0.00000	34	0.00001	0	0.00000
Treponema phagedenis	162	S	3	0.00000	28	0.00001	14	0.00000	30	0.00001	0	0.00000
Treponema succinifaciens	167	S	2	0.00000	7	0.00000	22	0.00001	45	0.00001	0	0.00000
Treponema azotonutricium	150829	S	2	0.00000	36	0.00001	24	0.00001	40	0.00001	0	0.00000
Treponema putidum	221027	S	2	0.00000	13	0.00000	44	0.00001	10	0.00000	0	0.00000
Treponema pedis	409322	S	2	0.00000	5	0.00000	12	0.00000	14	0.00000	0	0.00000
Sediminispirochaeta smaragdinae	55206	S	96	0.00004	96	0.00002	28	0.00001	111	0.00002	0	0.00000
Oceanispirochaeta sp. K2	2518645	S	57	0.00002	13	0.00000	15	0.00000	33	0.00001	0	0.00000
Spirochaeta perfilievii	252967	S	10	0.00000	3	0.00000	4	0.00000	6	0.00000	0	0.00000
Spirochaeta africana	46355	S	9	0.00000	76	0.00001	24	0.00001	49	0.00001	0	0.00000
Spirochaeta thermophila	154	S	1	0.00000	11	0.00000	10	0.00000	28	0.00001	0	0.00000
Sphaerochaeta pleomorpha	1131707	S	6	0.00000	3	0.00000	9	0.00000	11	0.00000	0	0.00000
Sphaerochaeta globosa	1131703	S	4	0.00000	8	0.00000	10	0.00000	20	0.00000	0	0.00000
Sphaerochaeta coccoides	273376	S	2	0.00000	8	0.00000	14	0.00000	24	0.00000	0	0.00000
Salinispira pacifica	1307761	S	6	0.00000	20	0.00000	13	0.00000	14	0.00000	0	0.00000
Borrelia parkeri	141	S	16	0.00001	2	0.00000	8	0.00000	1	0.00000	0	0.00000
Borrelia miyamotoi	47466	S	17	0.00001	3	0.00000	2	0.00000	0	0.00000	0	0.00000
Borrelia anserina	143	S	5	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Borrelia coriaceae	144	S	2	0.00000	0	0.00000	3	0.00000	2	0.00000	0	0.00000
Borrelia hermsii	140	S	1	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000
Borreliella valaisiana	62088	S	10	0.00000	3	0.00000	2	0.00000	1	0.00000	0	0.00000
Candidatus Borrelia tachyglossi	1964448	S	7	0.00000	1	0.00000	1	0.00000	1	0.00000	0	0.00000
Borreliella burgdorferi	139	S	5	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brachyspira hampsonii	1287055	S	156	0.00006	5	0.00000	9	0.00000	24	0.00000	0	0.00000
Brachyspira pilosicoli	52584	S	112	0.00004	7	0.00000	1	0.00000	9	0.00000	0	0.00000
Brachyspira intermedia	84377	S	19	0.00001	16	0.00000	1	0.00000	9	0.00000	0	0.00000
Brachyspira murdochii	84378	S	9	0.00000	5	0.00000	6	0.00000	8	0.00000	0	0.00000
Brachyspira hyodysenteriae	159	S	6	0.00000	14	0.00000	17	0.00000	12	0.00000	0	0.00000
Leptospira interrogans	173	S	86	0.00003	14	0.00000	7	0.00000	11	0.00000	0	0.00000
Leptospira kmetyi	408139	S	65	0.00003	1	0.00000	11	0.00000	5	0.00000	0	0.00000
Leptospira santarosai	28183	S	23	0.00001	8	0.00000	16	0.00000	17	0.00000	0	0.00000
Leptospira tipperaryensis	2564040	S	11	0.00000	1	0.00000	3	0.00000	3	0.00000	0	0.00000
Leptospira biflexa	172	S	7	0.00000	1	0.00000	11	0.00000	9	0.00000	0	0.00000
Leptospira borgpetersenii	174	S	5	0.00000	9	0.00000	5	0.00000	31	0.00001	1	0.00000
Leptospira mayottensis	1137606	S	1	0.00000	0	0.00000	1	0.00000	4	0.00000	0	0.00000
Fervidobacterium pennivorans	93466	S	58	0.00002	10	0.00000	11	0.00000	11	0.00000	0	0.00000
Fervidobacterium islandicum	2423	S	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fervidobacterium nodosum	2424	S	1	0.00000	2	0.00000	1	0.00000	5	0.00000	0	0.00000
Thermosipho melanesiensis	46541	S	8	0.00000	1	0.00000	2	0.00000	7	0.00000	0	0.00000
Thermosipho africanus	2421	S	6	0.00000	0	0.00000	2	0.00000	1	0.00000	0	0.00000
Thermotoga profunda	1508420	S	21	0.00001	1	0.00000	9	0.00000	8	0.00000	0	0.00000
Pseudothermotoga hypogea	57487	S	1	0.00000	5	0.00000	4	0.00000	5	0.00000	0	0.00000
Petrotoga mobilis	69499	S	60	0.00002	2	0.00000	1	0.00000	3	0.00000	0	0.00000
Marinitoga sp. 1137	1545835	S	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Defluviitoga tunisiensis	1006576	S	10	0.00000	17	0.00000	16	0.00000	8	0.00000	0	0.00000
Kosmotoga pacifica	1330330	S	34	0.00001	3	0.00000	6	0.00000	16	0.00000	0	0.00000
Kosmotoga olearia	651457	S	18	0.00001	0	0.00000	2	0.00000	8	0.00000	0	0.00000
Mesotoga prima	1184387	S	25	0.00001	0	0.00000	1	0.00000	1	0.00000	0	0.00000
Mesotoga infera	1236046	S	1	0.00000	25	0.00000	16	0.00000	68	0.00001	0	0.00000
Athalassotoga saccharophila	1441386	S	8	0.00000	0	0.00000	2	0.00000	4	0.00000	0	0.00000
Caldimicrobium thiodismutans	1653476	S	66	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermodesulfobacterium geofontis	1295609	S	52	0.00002	24	0.00000	11	0.00000	39	0.00001	0	0.00000
Thermodesulfobacterium sp. TA1	2234087	S	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermodesulfatator indicus	171695	S	23	0.00001	0	0.00000	4	0.00000	3	0.00000	0	0.00000
Thermosulfuriphilus ammonigenes	1936021	S	6	0.00000	12	0.00000	6	0.00000	33	0.00001	0	0.00000
Geovibrio thiophilus	139438	S	78	0.00003	14	0.00000	6	0.00000	22	0.00000	0	0.00000
Denitrovibrio acetiphilus	118000	S	12	0.00000	3	0.00000	2	0.00000	2	0.00000	0	0.00000
Calditerrivibrio nitroreducens	477976	S	12	0.00000	3	0.00000	2	0.00000	11	0.00000	0	0.00000
Deferribacter desulfuricans	197162	S	10	0.00000	6	0.00000	6	0.00000	11	0.00000	0	0.00000
Flexistipes sinusarabici	2352	S	2	0.00000	0	0.00000	2	0.00000	6	0.00000	0	0.00000
Granulicella sp. WH15	2602070	S	82	0.00003	3	0.00000	7	0.00000	13	0.00000	0	0.00000
Granulicella sp. 5B5	1617967	S	2	0.00000	32	0.00001	8	0.00000	31	0.00001	0	0.00000
Edaphobacter sp. 12200R-103	2703788	S	20	0.00001	17	0.00000	11	0.00000	4	0.00000	0	0.00000
Edaphobacter sp. 4G125	2763071	S	1	0.00000	22	0.00000	11	0.00000	29	0.00001	0	0.00000
Acidobacterium sp. 4Y35	2763107	S	5	0.00000	28	0.00001	13	0.00000	35	0.00001	0	0.00000
Terriglobus roseus	392734	S	1	0.00000	5	0.00000	11	0.00000	20	0.00000	2	0.00000
Acidisarcina polymorpha	2211140	S	1	0.00000	12	0.00000	6	0.00000	26	0.00001	0	0.00000
Leptospirillum ferrooxidans	180	S	90	0.00003	4	0.00000	2	0.00000	5	0.00000	4	0.00000
Nitrospira japonica	1325564	S	3	0.00000	2	0.00000	5	0.00000	16	0.00000	1	0.00000
Nitrospira defluvii	330214	S	1	0.00000	4	0.00000	4	0.00000	3	0.00000	0	0.00000
Thermodesulfovibrio yellowstonii	28262	S	4	0.00000	12	0.00000	11	0.00000	9	0.00000	0	0.00000
Candidatus Saccharimonas aalborgensis	1332188	S	37	0.00001	5	0.00000	1	0.00000	8	0.00000	0	0.00000
Candidatus Saccharibacteria bacterium oral taxon 488	713059	S	9	0.00000	38	0.00001	19	0.00001	21	0.00000	6	0.00000
Candidatus Babela massiliensis	673862	S	22	0.00001	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)	2066483	S	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Bipolaricaulis anaerobius	2026885	S	6	0.00000	13	0.00000	9	0.00000	16	0.00000	0	0.00000
Vampirococcus sp. LiM	1930593	S	3	0.00000	0	0.00000	2	0.00000	12	0.00000	0	0.00000
Cloacibacillus porcorum	1197717	S	53	0.00002	8	0.00000	864	0.00024	113	0.00002	0	0.00000
Thermanaerovibrio acidaminovorans	81462	S	5	0.00000	40	0.00001	12	0.00000	45	0.00001	0	0.00000
Thermanaerovibrio velox	108007	S	1	0.00000	0	0.00000	4	0.00000	11	0.00000	0	0.00000
Aminomonas paucivorans	81412	S	3	0.00000	30	0.00001	13	0.00000	34	0.00001	0	0.00000
Jonquetella anthropi	428712	S	3	0.00000	1	0.00000	7	0.00000	16	0.00000	0	0.00000
bacterium BFN5	2717699	S	58	0.00002	8	0.00000	7	0.00000	10	0.00000	1	0.00000
bacterium 2013Arg42i	1561003	S	5	0.00000	6	0.00000	3	0.00000	2	0.00000	0	0.00000
Candidatus Endomicrobium trichonymphae	1408204	S	37	0.00001	0	0.00000	6	0.00000	10	0.00000	0	0.00000
Elusimicrobium minutum	423605	S	12	0.00000	3	0.00000	10	0.00000	19	0.00000	1	0.00000
Hydrogenobaculum sp. Y04AAS1	380749	S	10	0.00000	1	0.00000	0	0.00000	3	0.00000	0	0.00000
Thermocrinis minervae	381751	S	9	0.00000	3	0.00000	5	0.00000	7	0.00000	0	0.00000
Aquifex aeolicus	63363	S	3	0.00000	21	0.00000	8	0.00000	18	0.00000	0	0.00000
Hydrogenobacter sp. T-8	1632019	S	2	0.00000	1	0.00000	3	0.00000	2	0.00000	0	0.00000
Thermosulfidibacter takaii	412593	S	5	0.00000	1	0.00000	1	0.00000	4	0.00000	0	0.00000
Sulfurihydrogenibium azorense	309806	S	4	0.00000	0	0.00000	1	0.00000	5	0.00000	0	0.00000
Desulfurobacterium thermolithotrophum	64160	S	4	0.00000	0	0.00000	4	0.00000	11	0.00000	1	0.00000
Thermovibrio ammonificans	228745	S	4	0.00000	11	0.00000	8	0.00000	43	0.00001	0	0.00000
Dictyoglomus turgidum	513050	S	28	0.00001	54	0.00001	12	0.00000	28	0.00001	0	0.00000
Dictyoglomus thermophilum	14	S	4	0.00000	2	0.00000	7	0.00000	8	0.00000	0	0.00000
Caldisericum exile	693075	S	9	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000
Caldithrix abyssi	187145	S	8	0.00000	23	0.00000	20	0.00001	18	0.00000	0	0.00000
uncultured bacterium pMCBF6	429581	S	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Naumovozyma castellii	27288	S	44	0.00002	4	0.00000	7	0.00000	16	0.00000	0	0.00000
Naumovozyma dairenensis	27289	S	44	0.00002	2	0.00000	8	0.00000	8	0.00000	0	0.00000
Tetrapisispora blattae	1071379	S	27	0.00001	4	0.00000	8	0.00000	18	0.00000	0	0.00000
Tetrapisispora phaffii	113608	S	21	0.00001	6	0.00000	14	0.00000	25	0.00000	0	0.00000
Zygosaccharomyces rouxii	4956	S	45	0.00002	1	0.00000	10	0.00000	2	0.00000	0	0.00000
Eremothecium sinecaudum	45286	S	26	0.00001	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Saccharomyces cerevisiae	4932	S	11	0.00000	2	0.00000	12	0.00000	8	0.00000	0	0.00000
Saccharomyces paradoxus	27291	S	9	0.00000	4	0.00000	6	0.00000	0	0.00000	0	0.00000
Kluyveromyces lactis	28985	S	6	0.00000	12	0.00000	7	0.00000	24	0.00000	0	0.00000
Kluyveromyces marxianus	4911	S	3	0.00000	7	0.00000	6	0.00000	9	0.00000	0	0.00000
Kazachstania africana	432096	S	5	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000
Torulaspora delbrueckii	4950	S	2	0.00000	14	0.00000	4	0.00000	13	0.00000	0	0.00000
[Candida] glabrata	5478	S	1	0.00000	5	0.00000	4	0.00000	11	0.00000	0	0.00000
Debaryomyces hansenii	4959	S	126	0.00005	2	0.00000	1	0.00000	3	0.00000	0	0.00000
Candida albicans	5476	S	16	0.00001	1	0.00000	9	0.00000	4	0.00000	0	0.00000
Candida dubliniensis	42374	S	16	0.00001	40	0.00001	17	0.00000	42	0.00001	0	0.00000
Candida orthopsilosis	273371	S	2	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000
Scheffersomyces stipitis	4924	S	1	0.00000	7	0.00000	8	0.00000	18	0.00000	0	0.00000
Sugiyamaella lignohabitans	796027	S	10	0.00000	3	0.00000	7	0.00000	1	0.00000	0	0.00000
Ogataea parapolymorpha	1005962	S	6	0.00000	4	0.00000	1	0.00000	12	0.00000	0	0.00000
Pichia kudriavzevii	4909	S	1	0.00000	0	0.00000	3	0.00000	0	0.00000	9	0.00000
Yarrowia lipolytica	4952	S	2	0.00000	4	0.00000	8	0.00000	5	0.00000	0	0.00000
Pyricularia pennisetigena	1578925	S	107	0.00004	9	0.00000	5	0.00000	14	0.00000	0	0.00000
Pyricularia oryzae	318829	S	8	0.00000	67	0.00001	29	0.00001	60	0.00001	0	0.00000
Neurospora crassa	5141	S	31	0.00001	6	0.00000	9	0.00000	23	0.00000	0	0.00000
Thermothielavioides terrestris	2587410	S	9	0.00000	13	0.00000	13	0.00000	33	0.00001	2	0.00000
Thermothelomyces thermophilus	78579	S	1	0.00000	24	0.00000	8	0.00000	14	0.00000	3	0.00000
Fusarium verticillioides	117187	S	45	0.00002	19	0.00000	21	0.00001	32	0.00001	0	0.00000
Fusarium fujikuroi	5127	S	32	0.00001	19	0.00000	19	0.00001	42	0.00001	0	0.00000
Fusarium oxysporum	5507	S	13	0.00001	36	0.00001	27	0.00001	51	0.00001	0	0.00000
Fusarium pseudograminearum	101028	S	6	0.00000	6	0.00000	6	0.00000	7	0.00000	1	0.00000
Fusarium venenatum	56646	S	5	0.00000	47	0.00001	13	0.00000	58	0.00001	0	0.00000
Pochonia chlamydosporia	280754	S	7	0.00000	1	0.00000	11	0.00000	30	0.00001	0	0.00000
Colletotrichum higginsianum	80884	S	5	0.00000	27	0.00001	17	0.00000	48	0.00001	0	0.00000
Botrytis cinerea	40559	S	37	0.00001	63	0.00001	22	0.00001	87	0.00002	0	0.00000
Aspergillus fumigatus	746128	S	3	0.00000	28	0.00001	12	0.00000	38	0.00001	0	0.00000
Aspergillus oryzae	5062	S	1	0.00000	21	0.00000	10	0.00000	17	0.00000	0	0.00000
Talaromyces rugulosus	121627	S	3	0.00000	43	0.00001	39	0.00001	48	0.00001	0	0.00000
Cercospora beticola	122368	S	2	0.00000	10	0.00000	9	0.00000	13	0.00000	1	0.00000
Schizosaccharomyces pombe	4896	S	18	0.00001	5	0.00000	11	0.00000	15	0.00000	0	0.00000
Cryptococcus neoformans	5207	S	62	0.00002	9	0.00000	16	0.00000	26	0.00001	0	0.00000
Cryptococcus gattii VGI	37769	S	97	0.00004	3	0.00000	11	0.00000	1	0.00000	0	0.00000
Moniliophthora roreri	221103	S	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ustilago maydis	5270	S	54	0.00002	29	0.00001	15	0.00000	46	0.00001	0	0.00000
Malassezia restricta	76775	S	11	0.00000	24	0.00000	5	0.00000	8	0.00000	2	0.00000
Encephalitozoon intestinalis	58839	S	73	0.00003	0	0.00000	0	0.00000	3	0.00000	0	0.00000
Plasmodium yoelii	5861	S	79	0.00003	8	0.00000	9	0.00000	15	0.00000	0	0.00000
Plasmodium berghei	5821	S	23	0.00001	4	0.00000	5	0.00000	5	0.00000	0	0.00000
Plasmodium chabaudi	5825	S	8	0.00000	37	0.00001	28	0.00001	20	0.00000	0	0.00000
Plasmodium sp. gorilla clade G2	880535	S	35	0.00001	13	0.00000	13	0.00000	6	0.00000	0	0.00000
